title_theme,title_index,author,theme,cycle,collection,mss_ff,mss,ff,page,mss_index,material_class,size_class,cent_i,cent_s
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,royal,12. c. xx. ff. 17-46,12. c. xx.,ff. 17-46,799,royal 12. c. xx. ff. 17-46,vellum,quarto,15.0,15e
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,harley,harley 1883. ff. 119-135 b,harley 1883.,ff. 119-135 b,799,harley 1883. ff. 119-135 b,paper,folio,15.0,15e
tale of two lovers,tale of two lovers,aeneas sylvius,miscellaneous romance,,harley,harley 2492. ff. 154 b-169 b,harley 2492.,ff. 154 b-169 b,799,harley 2492. ff. 154 b-169 b,paper,folio,15.0,15e
cassandra,cassandra,gautier de costes (english translation),miscellaneous romance,,sloane,sloane 457,sloane 457,,803,sloane 457,paper,,17.0,17e
contes et fabliaux,contes et fabliaux,,miscellaneous romance,,additional,"add. 15,210-15,213","add. 15,210-15,213",,804,"additional add. 15,210-15,213",paper,quarto,8.0,8e
romances and ballads,romances and ballads,,miscellaneous romance,,additional,"add. 27,979","add. 27,979",,817,"additional add. 27,979",paper,folio,,unknown
"tales and fables, etc (german)",tales and fables,,miscellaneous romance,,additional,"add. 24,946","add. 24,946",,826,"additional add. 24,946",,,,unknown
romantic tales (icelandic),two romantic tales,,miscellaneous romance,,additional,"add. 11,241. ff. 95, 140","add. 11,241.","ff. 95, 140",841,"additional add. 11,241. ff. 95, 140",,,,unknown
romantic tales (icelandic),two romantic tales,,miscellaneous romance,,additional,"add. 24,973. ff. 2-69 b","add. 24,973.",ff. 2-69 b,841,"additional add. 24,973. ff. 2-69 b",paper,octavo,19.0,19e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. a. xviii.,19. a. xviii.,,874,royal 19. a. xviii.,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. b. xii. ff. 2-147 b,19. b. xii.,ff. 2-147 b,874,royal 19. b. xii. ff. 2-147 b,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,19. b. xiii.,19. b. xiii.,,874,royal 19. b. xiii.,,,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,20. a. xvii.,20. a. xvii.,,874,royal 20. a. xvii.,vellum,quarto,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,royal,20. d. vii.,20. d. vii.,,874,royal 20. d. vii.,vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,harley,harley 4425,harley 4425,,874,harley 4425,vellum,folio,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 12,042","add. 12,042",,874,"additional add. 12,042",vellum,quarto,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 16,169. ff. 1, 477","add. 16,169.","ff. 1, 477",874,"additional add. 16,169. ff. 1, 477",vellum,folio,14.0,14e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,additional,"add. 31,840","add. 31,840",,874,"additional add. 31,840",vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 881,egerton 881,,874,egerton 881,paper,quarto,15.0,15e
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 1069,egerton 1069,,874,egerton 1069,vellum,folio,,unknown
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 2022,egerton 2022,,874,egerton 2022,vellum,octavo,,unknown
chemin de vaillance,le chemin de vaillance,jean de courcy,allegorical and didactic romance,,royal,14. e. ii. ff. 1-293,14. e. ii.,ff. 1-293,895,royal 14. e. ii. ff. 1-293,,,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,royal,16. f. v. ff. 1-113 b,16. f. v.,ff. 1-113 b,903,royal 16. f. v. ff. 1-113 b,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 1121. ff. 1-140,harley 1121.,ff. 1-140,903,harley 1121. ff. 1-140,vellum,quarto,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4294. ff. 1-79 b,harley 4294.,ff. 1-79 b,903,harley 4294. ff. 1-79 b,paper,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4361,harley 4361,,903,harley 4361,vellum,folio,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4417. ff. 1-141 b,harley 4417.,ff. 1-141 b,903,harley 4417. ff. 1-141 b,vellum,folio,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4486. ff. 69-146,harley 4486.,ff. 69-146,903,harley 4486. ff. 69-146,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,lansdowne,lansdowne 793,lansdowne 793,,903,lansdowne 793,vellum,folio,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,sloane,sloane 2232,sloane 2232,,903,sloane 2232,paper,,16.0,16e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 10,286. ff. 2-114","add. 10,286.",ff. 2-114,903,"additional add. 10,286. ff. 2-114",paper,quarto,,unknown
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 16,563","add. 16,563",,903,"additional add. 16,563",vellum,quarto,14.0,14e
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 17,914","add. 17,914",,903,"additional add. 17,914",vellum,quarto,14.0,14e
titurel,titurel,albrecht von scharfenberg,appendix,,additional,add. 30984,add. 30984,,932,additional add. 30984,,,,unknown
"life of harold, king of england","life of harold, king of england",,appendix,,harley,harley 3776. ff. 1-24 b,harley 3776.,ff. 1-24 b,941,harley 3776. ff. 1-24 b,,,,unknown
,historia regum britanniae,,,,royal,13. a. iii. ff. 1-133,13. a. iii.,ff. 1-133,237,royal 13. a. iii. ff. 1-133,vellum,octavo,14.0,14e
,historia regum britanniae,,,,royal,13. d. ii. ff. 124-173 b,13. d. ii.,ff. 124-173 b,228,royal 13. d. ii. ff. 124-173 b,vellum,folio,,unknown
,historia regum britanniae,,,,royal,13. d. v. ff. 1-37 b,13. d. v.,ff. 1-37 b,229,royal 13. d. v. ff. 1-37 b,,folio,,unknown
,historia regum britanniae,,,,cotton,vespasian a. xxiii. ff. 4-106 b,vespasian a. xxiii.,ff. 4-106 b,241,cotton vespasian a. xxiii. ff. 4-106 b,vellum,quarto,4.0,4e
,historia regum britanniae,,,,cotton,titus a. xviii. ff. 13-82,titus a. xviii.,ff. 13-82,243,cotton titus a. xviii. ff. 13-82,vellum,quarto,14.0,14e
,historia regum britanniae,,,,cotton,titus a. xxv. ff. 105-116 b,titus a. xxv.,ff. 105-116 b,244,cotton titus a. xxv. ff. 105-116 b,vellum,quarto,14.0,14e
,historia regum britanniae,,,,cotton,titus a. xxvii. ff. 1 b-87,titus a. xxvii.,ff. 1 b-87,231,cotton titus a. xxvii. ff. 1 b-87,vellum,quarto,,unknown
,historia regum britanniae,,,,cotton,titus c. xvii.,titus c. xvii.,,203,cotton titus c. xvii.,,,,unknown
,historia regum britanniae,,,,harley,harley 225. ff. 3-78,harley 225.,ff. 3-78,222,harley 225. ff. 3-78,vellum,folio,12.0,12e
,historia regum britanniae,,,,harley,harley 536. ff. 58-61,harley 536.,ff. 58-61,226,harley 536. ff. 58-61,vellum,octavo,,unknown
,historia regum britanniae,,,,harley,harley 3773. ff. 7-57,harley 3773.,ff. 7-57,223,harley 3773. ff. 7-57,vellum,quarto,,unknown
,historia regum britanniae,,,,harley,harley 4003. ff. 81-141 b,harley 4003.,ff. 81-141 b,244,harley 4003. ff. 81-141 b,vellum,quarto,14.0,14e
,historia regum britanniae,,,,harley,harley 5115. ff. 87-150,harley 5115.,ff. 87-150,245,harley 5115. ff. 87-150,vellum,folio,4.0,4e
,historia regum britanniae,,,,lansdowne,lansdowne 732. ff. 1-68 b,lansdowne 732.,ff. 1-68 b,233,lansdowne 732. ff. 1-68 b,vellum,octavo,,unknown
,historia regum britanniae,,,,arundel,arundel 10,arundel 10,,224,arundel 10,,,,unknown
,historia regum britanniae,,,,arundel,arundel 237,arundel 237,,241,arundel 237,vellum,folio,,unknown
,historia regum britanniae,,,,arundel,arundel 319. ff. 16-97 b,arundel 319.,ff. 16-97 b,232,arundel 319. ff. 16-97 b,vellum,quarto,,unknown
,historia regum britanniae,,,,arundel,arundel 326. ff. 63-122 b,arundel 326.,ff. 63-122 b,246,arundel 326. ff. 63-122 b,vellum,quarto,5.0,5e
,historia regum britanniae,,,,arundel,arundel 403,arundel 403,,225,arundel 403,vellum,folio,,unknown
,historia regum britanniae,,,,arundel,arundel 409. ff. 54-77,arundel 409.,ff. 54-77,233,arundel 409. ff. 54-77,vellum,quarto,1.0,1e
,historia regum britanniae,,,,sloane,sloane 289. ff. 120-133,sloane 289.,ff. 120-133,250,sloane 289. ff. 120-133,vellum,quarto,15.0,15e
,historia regum britanniae,,,,additional,"add. 11,702. ff. 11-88","add. 11,702.",ff. 11-88,247,"additional add. 11,702. ff. 11-88",vellum,octavo,14.0,14e
,historia regum britanniae,,,,additional,"add. 15,732","add. 15,732",,234,"additional add. 15,732",vellum,quarto,,unknown
,prophecy of merlin silvester,,,,royal,5. f. xv. ff. 3 b,5. f. xv.,ff. 3 b,313,royal 5. f. xv. ff. 3 b,vellum,quarto,,unknown
,letters between alexander and dindimus,,,,royal,6. e. iii. ff. 111 b-112 b,6. e. iii.,ff. 111 b-112 b,138,royal 6. e. iii. ff. 111 b-112 b,vellum,folio,15.0,15e
,letters between alexander and dindimus,,,,royal,7. a. i. ff. 68 b-69 b,7. a. i.,ff. 68 b-69 b,137,royal 7. a. i. ff. 68 b-69 b,vellum,quarto,,unknown
,prophecies of merlin,,,,royal,8. d. iii. ff. 160 b-163,8. d. iii.,ff. 160 b-163,297,royal 8. d. iii. ff. 160 b-163,vellum,folio,1.0,1e
,prophecies of merlin,,,,cotton,"julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b",julius a. v.,"ff. 5, 53-57b, 177 b-179, and 180-181 b",299,"cotton julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b",vellum,octavo,,unknown
,prophecies of merlin,,,,cotton,tiberius a. ix. ff. 2-6,tiberius a. ix.,ff. 2-6,295,cotton tiberius a. ix. ff. 2-6,,,,unknown
,prophecies of merlin,,,,cotton,nero a. iv. ff. 63-76 b,nero a. iv.,ff. 63-76 b,297,cotton nero a. iv. ff. 63-76 b,vellum,octavo,14.0,14e
,prophecies of merlin,,,,cotton,cleopatra c. iv. ff. 74-122,cleopatra c. iv.,ff. 74-122,310,cotton cleopatra c. iv. ff. 74-122,paper,quarto,,unknown
,prophecies of merlin,,,,cotton,faustina a. viii. ff. 109 b-116,faustina a. viii.,ff. 109 b-116,292,cotton faustina a. viii. ff. 109 b-116,,,,unknown
,prophecies of merlin,,,,arundel,arundel 66. ff. 267-268 b and 291 b,arundel 66.,ff. 267-268 b and 291 b,301,arundel 66. ff. 267-268 b and 291 b,vellum,folio,15.0,15e
,prophecy on scotland,,,,royal,9. b. ix. ff. 2,9. b. ix.,ff. 2,327,royal 9. b. ix. ff. 2,vellum,folio,,unknown
,alexander the great,,,,royal,12. c. iv. ff. 138-170,12. c. iv.,ff. 138-170,112,royal 12. c. iv. ff. 138-170,vellum,quarto,,unknown
,alexander the great,,,,royal,13. a. i.,13. a. i.,,106,royal 13. a. i.,vellum,octavo,11.0,11e
,alexander the great,,,,royal,15. c. vi. ff. 102 b-130 b,15. c. vi.,ff. 102 b-130 b,110,royal 15. c. vi. ff. 102 b-130 b,vellum,folio,,unknown
,alexander the great,,,,royal,20. a. v.,20. a. v.,,125,royal 20. a. v.,vellum,quarto,,unknown
,alexander the great,,,,royal,20. b. xx.,20. b. xx.,,128,royal 20. b. xx.,vellum,folio,,unknown
,alexander the great,,,,cotton,cleopatra d. v. ff. 165 b-183,cleopatra d. v.,ff. 165 b-183,114,cotton cleopatra d. v. ff. 165 b-183,,,,unknown
,alexander the great,,,,harley,harley 2682. ff. 180-192,harley 2682.,ff. 180-192,109,harley 2682. ff. 180-192,vellum,folio,,unknown
,alexander the great,,,,harley,harley 4979,harley 4979,,127,harley 4979,,,,unknown
,alexander the great,,,,harley,harley 5054. ff. 124 b-181,harley 5054.,ff. 124 b-181,119,harley 5054. ff. 124 b-181,vellum,quarto,,unknown
,alexander the great,,,,sloane,sloane 1619. ff. 3-17 b,sloane 1619.,ff. 3-17 b,112,sloane 1619. ff. 3-17 b,vellum,quarto,,unknown
,alexander the great,,,,sloane,sloane 1785. ff. 2-13,sloane 1785.,ff. 2-13,131,sloane 1785. ff. 2-13,,,,unknown
,story of troy,,,,royal,"13. a. iv. ff. 22 b-23 b, 76-81 b",13. a. iv.,"ff. 22 b-23 b, 76-81 b",27,"royal 13. a. iv. ff. 22 b-23 b, 76-81 b",vellum,octavo,,unknown
,prophecies of merlin silvester,,,,royal,13. e. ix. ff. 27,13. e. ix.,ff. 27,314,royal 13. e. ix. ff. 27,vellum,folio,14.0,14e
,prophecies of merlin silvester,,,,cotton,cotton appendix iv. ff. 102 b,cotton appendix iv.,ff. 102 b,315,cotton appendix iv. ff. 102 b,vellum,folio,,unknown
,voyage of charlemagne to jerusalem and constantinople,,,,royal,16. e. ff. 131-144 b,16. e.,ff. 131-144 b,625,royal 16. e. ff. 131-144 b,,,,unknown
,recueil des histoires de troie,,,,royal,17. e. ii.,17. e. ii.,,64,royal 17. e. ii.,vellum,folio,,unknown
,prophecy of merlin,,,,cotton,titus d. vii. ff. 26-36,titus d. vii.,ff. 26-36,301,cotton titus d. vii. ff. 26-36,vellum,quarto,15.0,15e
,prophecy of merlin,,,,harley,harley 838. ff. 92-93 b,harley 838.,ff. 92-93 b,302,harley 838. ff. 92-93 b,paper,folio,16.0,16e
,prophecy of merlin,,,,additional,"add. 25,014. ff. 119 b, col. 2","add. 25,014.","ff. 119 b, col. 2",292,"additional add. 25,014. ff. 119 b, col. 2",vellum,folio,,unknown
,prophecies,,,,cotton,"claudius e. viii. ff. 1 b, 23",claudius e. viii.,"ff. 1 b, 23",317,"cotton claudius e. viii. ff. 1 b, 23",vellum,folio,,unknown
,prophecies,,,,cotton,titus d. xix. ff. 118,titus d. xix.,ff. 118,319,cotton titus d. xix. ff. 118,paper,quarto,,unknown
,prophecies,,,,cotton,"faustina b. ix. ff. 241 b, 242",faustina b. ix.,"ff. 241 b, 242",319,"cotton faustina b. ix. ff. 241 b, 242",vellum,quarto,15.0,15e
,merlin's prophecy of the six kings,,,,harley,harley 746. ff. 1 b-3,harley 746.,ff. 1 b-3,309,harley 746. ff. 1 b-3,vellum,folio,,unknown
,lisamon's brut,,,,cotton,otho c. xiii.,otho c. xiii.,,271,cotton otho c. xiii.,,,,unknown
,floyras and blanchefleur,,,,cotton,vitellius d. iii. ff. 6-8 b,vitellius d. iii.,ff. 6-8 b,716,cotton vitellius d. iii. ff. 6-8 b,vellum,folio,,unknown
,ipomodon,,,,cotton,vespasian a. vii. ff. 37-104,vespasian a. vii.,ff. 37-104,728,cotton vespasian a. vii. ff. 37-104,vellum,octavo,,unknown
,lanval,,,,cotton,vespasian b. xiv. ff. 1-8 b,vespasian b. xiv.,ff. 1-8 b,415,cotton vespasian b. xiv. ff. 1-8 b,vellum,octavo,,unknown
,fall of troy,,,,cotton,cleopatra a. viii. ff. 56-58,cleopatra a. viii.,ff. 56-58,30,cotton cleopatra a. viii. ff. 56-58,vellum,quarto,,unknown
,fall of troy,,,,harley,harley 3202. ff. 114 b-115 b,harley 3202.,ff. 114 b-115 b,32,harley 3202. ff. 114 b-115 b,vellum,quarto,,unknown
,fall of troy and adventures of æneas,,,,cotton,vespasian b. xxiii. part iii. ff. 118 b-122 b,vespasian b. xxiii. part iii.,ff. 118 b-122 b,33,cotton vespasian b. xxiii. part iii. ff. 118 b-122 b,vellum,quarto,15.0,15e
,two prophecies,,,,cotton,vespasian d. xviii. ff. 125 b-127* b,vespasian d. xviii.,ff. 125 b-127* b,325,cotton vespasian d. xviii. ff. 125 b-127* b,paper,quarto,16.0,16e
,"prophecies of merlin, etc.",,,,cotton,"vespasian e. vii. ff. 78-126, 129, 130",vespasian e. vii.,"ff. 78-126, 129, 130",320,"cotton vespasian e. vii. ff. 78-126, 129, 130",vellum,octavo,15.0,15e
,whole prophecy of scotland,,,,cotton,vespasian e. viii. ff. 16-29,vespasian e. viii.,ff. 16-29,337,cotton vespasian e. viii. ff. 16-29,,,,unknown
,whole prophecy of scotland,,,,sloane,sloane 1802,sloane 1802,,334,sloane 1802,paper,,16.0,16e
,story of troy and adventures of æneas,,,,cotton,titus a. xx. ff. 99-104,titus a. xx.,ff. 99-104,29,cotton titus a. xx. ff. 99-104,,,,unknown
,"prophecy of the lily, the lion, and the son of man",,,,cotton,cleopatra d. iii. ff. 184,cleopatra d. iii.,ff. 184,318,cotton cleopatra d. iii. ff. 184,vellum,quarto,,unknown
,"prophecy of the lily, the lion, and the son of man",,,,harley,harley 1008. ff. 81,harley 1008.,ff. 81,318,harley 1008. ff. 81,paper,quarto,,unknown
,four prophecies,,,,cotton,cotton roll ii. 23,cotton roll ii. 23,,324,cotton roll ii. 23,,,,unknown
,political prophecies,,,,harley,"harley 559. ff. 1-13, 31-35, 39-48",harley 559.,"ff. 1-13, 31-35, 39-48",326,"harley 559. ff. 1-13, 31-35, 39-48",paper,quarto,1.0,1e
,letter of dindimus to alexander the great,,,,harley,harley 2488. ff. 114-117 b,harley 2488.,ff. 114-117 b,139,harley 2488. ff. 114-117 b,paper,folio,,unknown
,letter of dindimus to alexander the great,,,,arundel,"arundel 138. ff. 126, 126 b",arundel 138.,"ff. 126, 126 b",140,"arundel 138. ff. 126, 126 b",paper,folio,5.0,5e
,letter of dindimus to alexander the great,,,,sloane,sloane 3991. ff. 95-97,sloane 3991.,ff. 95-97,140,sloane 3991. ff. 95-97,paper,,17.0,17e
,l'ordène de chevalerie,,,,harley,harley 4333. ff. 115-117 b,harley 4333.,ff. 115-117 b,810,harley 4333. ff. 115-117 b,,,,unknown
,richard cœur-de-lion,,,,harley,harley 4690. ff. 106-115,harley 4690.,ff. 106-115,949,harley 4690. ff. 106-115,vellum,folio,15.0,15e
,prophecies taken from geoffrey of monmouth and others,,,,harley,harley 6148. ff. 86-98 b,harley 6148.,ff. 86-98 b,311,harley 6148. ff. 86-98 b,,,,unknown
,kings of britain,,,,lansdowne,lansdowne 214. ff. 85-193,lansdowne 214.,ff. 85-193,251,lansdowne 214. ff. 85-193,paper,folio,15.0,15e
,abridgement of historia trojana,,,,lansdowne,lansdowne 380. ff. 36-39 b,lansdowne 380.,ff. 36-39 b,59,lansdowne 380. ff. 36-39 b,paper,,,unknown
,chanson de roland,,,,lansdowne,lansdowne 388. ff. 381-395 b,lansdowne 388.,ff. 381-395 b,631,lansdowne 388. ff. 381-395 b,,,,unknown
,chanson d'aspremont,,,,lansdowne,lansdowne 782,lansdowne 782,,600,lansdowne 782,vellum,,,unknown
,"prophecies of merlin, gildas, and thomas of ercildoune",,,,arundel,arundel 57. ff. 4 b-11,arundel 57.,ff. 4 b-11,307,arundel 57. ff. 4 b-11,,,,unknown
,life of robin hood,,,,sloane,sloane 780. ff. 46-48 b,sloane 780.,ff. 46-48 b,517,sloane 780. ff. 46-48 b,,,,unknown
,collection of prophecies,,,,sloane,sloane 2578,sloane 2578,,333,sloane 2578,paper,quarto,16.0,16e
,three romantic tales,,,,additional,"add. 4870. ff. 62, 69, 83 b",add. 4870.,"ff. 62, 69, 83 b",851,"additional add. 4870. ff. 62, 69, 83 b",paper,quarto,1.0,1e
,three romantic tales,,,,additional,"add. 4875. ff. 1, 25 b, 54 b",add. 4875.,"ff. 1, 25 b, 54 b",854,"additional add. 4875. ff. 1, 25 b, 54 b",paper,quarto,18.0,18e
,saga of ajax frækni,,,,additional,add. 4884. ff. 167-178,add. 4884.,ff. 167-178,854,additional add. 4884. ff. 167-178,paper,quarto,,unknown
,merlínus spá,,,,additional,add. 6121. ff. 55-71,add. 6121.,ff. 55-71,304,additional add. 6121. ff. 55-71,paper,quarto,,unknown
,fioccolo,,,,additional,"add. 10,296","add. 10,296",,724,"additional add. 10,296",paper,folio,5.0,5e
,rimur of remund,,,,additional,"add. 11,110. ff. 101-144","add. 11,110.",ff. 101-144,855,"additional add. 11,110. ff. 101-144",paper,quarto,,unknown
,collection of anecdotes,,,,additional,"add. 11,153. ff. 182-263","add. 11,153.",ff. 182-263,865,"additional add. 11,153. ff. 182-263",paper,quarto,,unknown
,ten romantic tales,,,,additional,"add. 11,158. ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289","add. 11,158.","ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289",858,"additional add. 11,158. ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289",paper,quarto,1.0,1e
,patient griselda,,,,additional,"add. 11,163. ff. 120 b-136 b","add. 11,163.",ff. 120 b-136 b,865,"additional add. 11,163. ff. 120 b-136 b",paper,quarto,,unknown
,argenis,,,,additional,"add. 11,164","add. 11,164",,866,"additional add. 11,164",paper,folio,,unknown
,merlinus spá,,,,additional,"add. 11,174. ff. 85-98","add. 11,174.",ff. 85-98,307,"additional add. 11,174. ff. 85-98",paper,quarto,,unknown
,brut gruffydd ap arthur,,,,additional,"add. 14,903. ff. 20-177","add. 14,903.",ff. 20-177,258,"additional add. 14,903. ff. 20-177",paper,quarto,17.0,17e
,extracts from brut y brenhinoedd,,,,additional,"add. 15,003. ff. 1-13","add. 15,003.",ff. 1-13,259,"additional add. 15,003. ff. 1-13",paper,quarto,1.0,1e
,isarles y ffynnawn,,,,additional,"add. 15,035. ff. 57-61","add. 15,035.",ff. 57-61,393,"additional add. 15,035. ff. 57-61",paper,quarto,19.0,19e
,brut tyailio,,,,additional,"add. 15,566. ff. 6-140","add. 15,566.",ff. 6-140,254,"additional add. 15,566. ff. 6-140",paper,quarto,16.0,16e
,voeux du paon and restor du paon,,,,additional,"add. 16,888","add. 16,888",,150,"additional add. 16,888",vellum,octavo,14.0,14e
,amis and amylion,,,,additional,"add. 18,922. ff. 204-221 b","add. 18,922.",ff. 204-221 b,678,"additional add. 18,922. ff. 204-221 b",,quarto,,unknown
,may colvin,,,,additional,"add. 20,094. ff. 21-26, 30-32 b","add. 20,094.","ff. 21-26, 30-32 b",544,"additional add. 20,094. ff. 21-26, 30-32 b",,,,unknown
,story of sigurgaror,,,,additional,"add. 24,970","add. 24,970",,871,"additional add. 24,970",paper,quarto,18.0,18e
,fertrams saga,,,,additional,"add. 24,972. ff. 58-72 b","add. 24,972.",ff. 58-72 b,872,"additional add. 24,972. ff. 58-72 b",paper,quarto,,unknown
,"the grene knight, turke and gowin, the marriage of sir gawaine",,,,additional,"add. 27879. ff. 17 b-24 b, 101 b-105, 223 b-226 b",add. 27879.,"ff. 17 b-24 b, 101 b-105, 223 b-226 b",389,"additional add. 27879. ff. 17 b-24 b, 101 b-105, 223 b-226 b",paper,folio,2.0,2e
,a propecye,,,,additional,add. 27879 f 239 b,add. 27879 f 239 b,,327,additional add. 27879 f 239 b,,,,unknown
,robin hood's garland,,,,additional,add. 28638,add. 28638,,520,additional add. 28638,paper,quarto,18.0,18e
,ballads of scotland,,,,additional,"add. 29408, 29409","add. 29408, 29409",,537,"additional add. 29408, 29409",,,,unknown
,ipomedon and prothesilaus,,,,egerton,egerton 2515 ff. 3-141,egerton 2515,ff. 3-141,746,egerton 2515 ff. 3-141,vellum,folio,,unknown
